ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Restock_Frequency_Index,Shipment_Frequency_Index
6709,D,Flight,5,1,271,4,low,M,3,4610,1,0.5,0.1666666666666666
6710,F,Flight,5,1,171,2,medium,F,1,4646,1,3.0,0.1666666666666666
6711,A,Flight,4,3,238,2,medium,F,2,5328,0,3.0,0.2
6712,B,Flight,4,1,184,3,low,M,8,4453,1,0.1875,0.2
6713,C,Flight,5,2,214,2,low,F,8,4767,0,0.1875,0.1666666666666666
6714,F,Flight,4,2,279,6,medium,M,5,4898,1,0.6000000000000001,0.2
6715,D,Flight,3,1,168,4,low,F,1,4184,1,0.6000000000000001,0.25
6716,F,Flight,6,1,221,5,medium,M,8,1080,1,0.75,0.1428571428571428
6717,A,Flight,3,2,260,3,medium,M,7,4965,1,0.42857142857142855,0.25
6718,B,Flight,4,2,204,3,medium,M,2,3076,0,1.5,0.2
6719,C,Flight,4,2,142,3,medium,F,6,4918,1,0.2,0.2
6720,F,Flight,4,2,178,3,medium,M,3,5669,0,1.0,0.2
6721,D,Flight,2,2,203,3,medium,M,6,4234,0,0.5,0.3333333333333333
6722,F,Flight,4,1,180,4,medium,M,9,1184,1,0.13333333333333333,0.2
6723,A,Flight,4,1,193,3,medium,F,3,4596,0,1.0,0.2
6724,B,Flight,5,1,99,2,high,F,4,4151,1,0.45,0.1666666666666666
6725,C,Flight,3,2,250,3,low,M,1,4347,0,1.5,0.25
6726,F,Flight,4,1,152,3,medium,F,3,4250,1,0.4,0.2
6727,D,Flight,4,1,265,2,low,F,10,5418,1,0.15000000000000002,0.2
6728,F,Flight,2,3,226,2,medium,M,2,4566,0,1.5,0.3333333333333333
6729,A,Flight,3,1,234,3,low,M,3,4405,0,0.5,0.25
6730,B,Flight,4,2,225,2,high,F,4,4732,0,1.125,0.2
6731,C,Ship,3,3,161,2,medium,M,9,4623,1,0.13333333333333333,0.5
6732,F,Ship,5,2,246,3,medium,F,10,5110,0,0.30000000000000004,0.3333333333333333
6733,D,Ship,4,2,162,3,medium,F,10,4850,1,0.30000000000000004,0.4
6734,F,Ship,4,2,135,3,medium,M,2,5016,0,1.5,0.4
6735,A,Ship,4,2,201,2,low,F,10,4875,0,0.15000000000000002,0.4
6736,B,Ship,6,2,235,6,low,M,1,5533,1,1.5,0.2857142857142857
6737,C,Ship,5,2,214,2,low,F,10,5192,0,0.30000000000000004,0.3333333333333333
6738,F,Ship,6,2,245,5,medium,F,8,1555,1,0.75,0.2857142857142857
6739,D,Ship,5,1,192,2,low,M,10,5564,0,0.15000000000000002,0.3333333333333333
6740,F,Ship,5,1,179,5,low,M,3,4333,1,0.2,0.3333333333333333
6741,A,Ship,6,2,210,4,medium,M,9,5083,0,0.3333333333333333,0.2857142857142857
6742,B,Ship,3,2,209,2,medium,F,2,1730,0,1.5,0.5
6743,C,Ship,4,2,200,3,medium,M,7,4910,0,0.8571428571428571,0.4
6744,F,Ship,6,2,165,5,medium,M,5,4871,1,0.24000000000000005,0.2857142857142857
6745,D,Ship,3,2,168,3,medium,M,7,4296,0,0.42857142857142855,0.5
6746,F,Ship,4,3,203,2,low,F,10,5192,0,0.30000000000000004,0.4
6747,A,Ship,4,2,202,3,medium,M,8,5416,0,0.375,0.4
6748,B,Ship,4,2,266,3,medium,F,2,5252,1,1.5,0.4
6749,C,Ship,2,2,248,6,low,F,2,5182,0,0.75,0.6666666666666666
6750,F,Ship,5,1,173,3,low,M,5,1148,0,0.30000000000000004,0.3333333333333333
6751,D,Ship,2,1,156,3,medium,F,8,5668,1,0.375,0.6666666666666666
6752,F,Ship,3,1,109,2,high,M,2,5978,1,2.25,0.5
6753,A,Ship,3,3,250,3,low,M,6,4830,1,0.2499999999999999,0.5
6754,B,Ship,2,2,195,4,medium,M,3,5641,1,1.0,0.6666666666666666
6755,C,Ship,4,2,160,5,low,F,10,1086,1,0.15000000000000002,0.4
6756,F,Ship,2,2,189,3,low,F,5,5320,0,0.30000000000000004,0.6666666666666666
6757,D,Ship,4,3,239,3,medium,M,9,5897,1,0.3333333333333333,0.4
6758,F,Ship,3,1,204,2,medium,F,5,5399,0,0.6000000000000001,0.5
6759,A,Ship,4,1,156,3,low,M,5,4610,0,0.30000000000000004,0.4
6760,B,Ship,5,2,192,3,high,F,7,1339,1,0.6428571428571428,0.3333333333333333
6761,C,Ship,4,2,233,2,low,M,7,5546,1,0.2142857142857142,0.4
6762,F,Ship,5,2,253,3,low,F,3,5944,1,0.5,0.3333333333333333
6763,D,Ship,2,3,277,6,low,M,10,4165,0,0.15000000000000002,0.6666666666666666
6764,F,Ship,4,2,211,2,low,F,9,5883,1,0.3333333333333333,0.4
6765,A,Ship,6,3,172,6,medium,F,10,5554,1,0.30000000000000004,0.2857142857142857
6766,B,Ship,5,2,211,4,low,F,4,3157,1,0.375,0.3333333333333333
6767,C,Ship,2,2,248,4,high,F,2,4521,0,2.25,0.6666666666666666
6768,F,Ship,3,2,176,3,medium,M,4,5623,0,0.75,0.5
6769,D,Ship,4,3,100,6,medium,M,6,4682,1,0.2,0.4
6770,F,Ship,5,1,195,4,low,F,1,4393,1,1.5,0.3333333333333333
6771,A,Ship,3,2,137,3,low,F,4,5617,0,0.375,0.5
6772,B,Ship,4,2,195,4,medium,M,2,5464,0,3.0,0.4
6773,C,Ship,2,3,185,3,low,F,9,5810,0,0.3333333333333333,0.6666666666666666
6774,F,Ship,3,2,250,2,medium,F,9,4922,0,0.3333333333333333,0.5
6775,D,Ship,3,2,150,3,low,M,2,4660,1,0.30000000000000004,0.5
6776,F,Ship,3,3,166,3,medium,F,9,4251,0,0.3333333333333333,0.5
6777,A,Ship,4,3,257,2,medium,M,5,4127,0,1.2000000000000002,0.4
6778,B,Ship,5,2,249,3,medium,F,5,4392,0,1.2000000000000002,0.3333333333333333
6779,C,Ship,5,2,268,3,medium,F,7,4480,1,0.8571428571428571,0.3333333333333333
6780,F,Ship,4,2,273,3,low,F,3,5316,1,0.5,0.4
6781,D,Ship,5,3,246,3,medium,F,9,4107,0,0.3333333333333333,0.3333333333333333
6782,F,Ship,5,1,142,6,medium,M,1,4843,1,1.2000000000000002,0.3333333333333333
6783,A,Ship,5,1,168,2,low,M,6,5464,1,0.2499999999999999,0.3333333333333333
6784,B,Ship,5,1,249,3,low,M,9,5978,1,0.16666666666666666,0.3333333333333333
6785,C,Ship,3,2,220,3,medium,F,6,5319,0,0.5,0.5
6786,F,Ship,4,2,189,2,low,F,7,4765,0,0.2142857142857142,0.4
6787,D,Ship,5,2,237,4,low,M,5,5623,1,0.6000000000000001,0.3333333333333333
6788,F,Ship,4,1,247,3,high,F,2,5324,1,2.25,0.4
6789,A,Ship,3,1,250,6,medium,M,1,4543,1,3.0,0.5
6790,B,Ship,4,1,207,10,low,F,1,3473,0,3.0,0.4
6791,C,Ship,4,3,201,10,low,M,3,4202,0,0.5,0.4
6792,F,Ship,4,2,142,2,low,M,6,5326,0,0.2499999999999999,0.4
6793,D,Ship,3,2,207,2,low,M,7,1442,0,0.2142857142857142,0.5
6794,F,Ship,3,3,214,2,high,F,10,4310,0,0.44999999999999996,0.5
6795,A,Ship,4,2,134,10,medium,M,8,4337,1,0.15000000000000002,0.4
6796,B,Ship,3,2,178,8,medium,F,6,1714,0,0.5,0.5
6797,C,Ship,4,1,186,2,low,M,4,4686,1,0.75,0.4
6798,F,Ship,4,3,250,3,low,M,10,4505,0,0.15000000000000002,0.4
6799,D,Ship,4,2,172,3,medium,F,10,5434,1,0.12000000000000002,0.4
6800,F,Ship,3,2,265,10,low,M,10,4049,0,0.15000000000000002,0.5
6801,A,Ship,3,2,158,7,medium,M,10,4244,1,0.30000000000000004,0.5
6802,B,Ship,3,2,180,7,medium,M,10,5536,1,0.24000000000000005,0.5
6803,C,Ship,4,2,173,3,high,F,3,3040,0,1.5,0.4
6804,F,Ship,3,2,153,10,medium,M,10,5772,1,0.12000000000000002,0.5
6805,D,Ship,4,2,182,3,high,F,7,2377,0,1.2857142857142856,0.4
6806,F,Ship,3,2,192,3,low,F,9,5004,0,0.16666666666666666,0.5
6807,A,Ship,6,2,285,7,medium,M,9,4112,0,0.3333333333333333,0.2857142857142857
6808,B,Ship,3,2,151,6,low,F,6,4279,0,0.2499999999999999,0.5
6809,C,Ship,3,5,242,2,low,F,7,4501,0,0.4285714285714284,0.5
6810,F,Ship,3,3,237,3,medium,F,4,4892,0,0.75,0.5
6811,D,Ship,5,2,259,5,low,F,7,1032,0,0.2142857142857142,0.3333333333333333
6812,F,Ship,4,1,249,6,low,M,2,1046,1,1.5,0.4
6813,A,Ship,6,2,289,4,high,F,5,4172,0,0.8999999999999999,0.2857142857142857
6814,B,Ship,6,3,308,5,medium,F,4,1118,0,0.75,0.2857142857142857
6815,C,Ship,6,2,297,4,medium,M,2,5849,0,3.0,0.2857142857142857
6816,F,Ship,4,1,255,5,low,F,4,1005,0,0.75,0.4
6817,D,Ship,6,2,266,4,low,M,9,1287,0,0.16666666666666666,0.2857142857142857
6818,F,Ship,7,1,302,4,low,M,6,4484,0,0.2499999999999999,0.25
6819,A,Ship,4,1,223,5,medium,F,6,1579,1,0.5,0.4
6820,B,Ship,6,2,261,4,low,F,9,1556,1,0.3333333333333333,0.2857142857142857
6821,C,Ship,4,2,273,5,low,M,10,4767,0,0.15000000000000002,0.4
6822,F,Ship,6,3,260,4,low,M,9,1131,1,0.16666666666666666,0.2857142857142857
6823,D,Ship,5,2,266,5,low,F,1,1345,1,3.0,0.3333333333333333
6824,F,Road,2,2,164,5,low,M,4,4237,0,0.375,1.0
6825,A,Road,5,1,240,6,medium,F,3,4530,0,1.0,0.5
6826,B,Road,6,1,305,4,medium,F,9,4170,1,0.6666666666666666,0.4285714285714285
6827,C,Road,5,1,248,5,low,F,3,4378,1,0.5,0.5
6828,F,Road,7,2,279,4,medium,M,8,1060,0,0.75,0.375
6829,D,Road,5,2,244,6,low,F,10,1978,1,0.15000000000000002,0.5
6830,F,Road,5,2,267,5,low,M,9,1367,0,0.16666666666666666,0.5
6831,A,Road,7,2,275,4,medium,M,7,1754,0,0.8571428571428571,0.375
6832,B,Road,5,2,168,2,low,F,10,5553,1,0.06000000000000001,0.5
6833,C,Road,5,1,249,3,low,M,2,1365,0,0.75,0.5
6834,F,Road,3,1,220,3,medium,M,7,4555,1,0.42857142857142855,0.75
6835,D,Road,4,2,189,2,low,M,5,4553,0,0.6000000000000001,0.6
6836,F,Road,5,2,237,4,low,F,9,5922,0,0.16666666666666666,0.5
6837,A,Road,4,2,247,3,high,F,1,5214,0,4.5,0.6
6838,B,Road,3,2,250,6,medium,M,9,4219,1,0.6666666666666666,0.75
6839,C,Road,4,2,207,10,low,F,9,4352,0,0.16666666666666666,0.6
6840,F,Road,4,3,201,10,low,F,7,5340,0,0.2142857142857142,0.6
6841,D,Road,4,2,142,2,low,M,2,4472,0,0.75,0.6
6842,F,Road,3,2,207,2,low,M,6,4283,1,0.2499999999999999,0.75
6843,A,Road,3,2,214,2,high,F,7,3768,0,1.2857142857142856,0.75
6844,B,Road,4,2,134,10,medium,M,5,4244,0,0.6000000000000001,0.6
6845,C,Road,3,1,178,8,medium,M,8,4774,1,0.15000000000000002,0.75
6846,F,Flight,4,3,186,2,low,M,2,5489,1,0.75,0.2
6847,D,Flight,4,1,250,3,low,M,5,4488,1,0.6000000000000001,0.2
6848,F,Flight,4,2,172,3,medium,F,10,1747,1,0.30000000000000004,0.2
6849,A,Flight,3,2,265,10,low,M,6,4380,0,0.4999999999999998,0.25
6850,B,Flight,3,2,158,7,medium,F,6,4166,0,0.5,0.25
6851,C,Flight,3,1,180,7,medium,F,4,1152,1,1.5,0.25
6852,F,Flight,4,4,173,3,high,M,1,5749,0,4.5,0.2
6853,D,Flight,3,1,153,10,medium,F,4,5456,1,0.75,0.25
6854,F,Flight,4,3,182,3,high,F,3,5624,0,3.0,0.2
6855,A,Flight,3,2,192,3,low,F,7,1063,1,0.2142857142857142,0.25
6856,B,Flight,6,2,285,7,medium,M,7,5030,1,0.42857142857142855,0.1428571428571428
6857,C,Flight,3,2,151,6,low,M,8,5734,1,0.1875,0.25
6858,F,Flight,3,1,242,2,low,M,1,5803,1,1.5,0.25
6859,D,Flight,3,2,237,3,medium,F,1,1922,1,6.0,0.25
6860,F,Flight,5,2,259,5,low,M,10,1177,0,0.30000000000000004,0.1666666666666666
6861,A,Flight,4,2,249,6,low,F,9,1673,1,0.3333333333333333,0.2
6862,B,Flight,6,1,289,4,high,F,4,5042,0,2.25,0.1428571428571428
6863,C,Flight,6,4,308,5,medium,M,4,1303,0,0.75,0.1428571428571428
6864,F,Flight,6,2,297,4,medium,M,1,4736,0,6.0,0.1428571428571428
6865,D,Flight,4,2,255,5,low,M,1,1192,0,3.0,0.2
6866,F,Flight,6,2,266,4,low,F,9,1876,0,0.3333333333333333,0.1428571428571428
6867,A,Flight,7,2,302,4,low,M,4,1647,0,0.375,0.125
6868,B,Ship,4,2,223,5,medium,M,1,1124,1,3.0,0.4
6869,C,Ship,6,1,261,4,low,F,5,4996,1,0.30000000000000004,0.2857142857142857
6870,F,Ship,4,3,273,5,low,F,4,1223,1,0.375,0.4
6871,D,Ship,6,2,260,4,low,F,10,1140,0,0.30000000000000004,0.2857142857142857
6872,F,Ship,5,2,266,5,low,F,10,2724,1,0.15000000000000002,0.3333333333333333
6873,A,Ship,2,2,164,5,low,M,7,1243,1,0.08571428571428569,0.6666666666666666
6874,B,Ship,5,2,240,6,medium,F,2,1852,1,1.5,0.3333333333333333
6875,C,Ship,6,2,305,4,medium,F,9,3024,0,0.3333333333333333,0.2857142857142857
6876,F,Ship,5,1,248,5,low,M,4,1284,1,0.375,0.3333333333333333
6877,D,Ship,7,3,279,4,medium,M,5,1210,0,0.6000000000000001,0.25
6878,F,Ship,5,2,244,6,low,M,5,1702,1,0.6000000000000001,0.3333333333333333
6879,A,Ship,5,2,237,5,medium,F,2,1429,1,3.0,0.3333333333333333
6880,B,Ship,4,1,251,6,medium,F,1,1154,1,3.0,0.4
6881,C,Ship,4,2,247,6,low,F,4,1904,0,0.75,0.4
6882,F,Ship,5,2,262,6,medium,F,4,1532,1,1.5,0.3333333333333333
6883,D,Ship,5,2,223,5,medium,M,10,1170,1,0.30000000000000004,0.3333333333333333
6884,F,Ship,5,2,275,5,low,F,3,1794,0,0.5,0.3333333333333333
6885,A,Ship,6,1,139,6,medium,F,8,1284,1,0.375,0.2857142857142857
6886,B,Ship,4,1,245,6,low,F,3,1155,0,1.0,0.4
6887,C,Ship,6,3,278,4,high,F,3,1033,0,1.5,0.2857142857142857
6888,F,Ship,5,2,243,5,low,M,2,3411,1,0.75,0.3333333333333333
6889,D,Ship,7,1,309,4,low,F,1,4214,1,1.5,0.25
6890,F,Ship,6,1,279,4,low,M,1,1150,1,3.0,0.2857142857142857
6891,A,Ship,6,3,247,4,medium,M,3,1903,0,2.0,0.2857142857142857
6892,B,Ship,5,2,235,5,medium,F,6,1059,1,0.5,0.3333333333333333
6893,C,Ship,5,2,268,5,medium,F,10,1906,0,0.30000000000000004,0.3333333333333333
6894,F,Ship,6,2,309,4,medium,M,9,1634,0,0.6666666666666666,0.2857142857142857
6895,D,Ship,6,2,308,4,low,M,2,2200,1,0.75,0.2857142857142857
6896,F,Ship,5,1,237,5,high,F,2,4889,1,2.25,0.3333333333333333
6897,A,Ship,6,2,291,4,low,M,9,4131,1,0.3333333333333333,0.2857142857142857
6898,B,Ship,4,1,264,5,medium,F,6,1736,1,0.5,0.4
6899,C,Ship,2,2,212,4,medium,F,3,1284,1,1.0,0.6666666666666666
6900,F,Ship,4,2,196,4,low,M,10,1694,1,0.15000000000000002,0.4
6901,D,Ship,5,2,260,5,low,F,6,1860,0,0.2499999999999999,0.3333333333333333
6902,F,Ship,6,2,266,4,low,F,6,5112,0,0.4999999999999998,0.2857142857142857
6903,A,Ship,5,1,254,5,high,M,6,1491,1,1.5,0.3333333333333333
6904,B,Ship,5,2,249,5,low,F,8,5330,1,0.1875,0.3333333333333333
6905,C,Ship,6,2,279,4,medium,M,7,1300,0,0.42857142857142855,0.2857142857142857
6906,F,Ship,6,2,306,4,high,F,5,1261,1,0.8999999999999999,0.2857142857142857
6907,D,Ship,4,2,249,5,medium,M,3,1530,1,2.0,0.4
6908,F,Ship,6,2,297,4,low,F,9,3357,1,0.16666666666666666,0.2857142857142857
6909,A,Ship,6,2,273,4,low,M,6,1561,0,0.4999999999999998,0.2857142857142857
6910,B,Ship,6,2,299,4,low,F,9,1817,0,0.16666666666666666,0.2857142857142857
6911,C,Ship,5,2,240,5,medium,M,10,1574,1,0.6000000000000001,0.3333333333333333
6912,F,Ship,5,1,260,6,low,F,2,4703,0,0.75,0.3333333333333333
6913,D,Ship,5,1,251,5,low,F,7,1924,1,0.4285714285714284,0.3333333333333333
6914,F,Ship,5,1,256,5,medium,M,2,1693,1,1.5,0.3333333333333333
6915,A,Ship,5,2,226,5,medium,M,5,1659,0,0.6000000000000001,0.3333333333333333
6916,B,Ship,5,1,262,5,low,F,10,1197,1,0.15000000000000002,0.3333333333333333
6917,C,Ship,7,2,261,5,low,M,6,1334,0,0.2499999999999999,0.25
6918,F,Ship,2,2,181,2,low,F,6,1165,1,0.2499999999999999,0.6666666666666666
6919,D,Ship,6,1,254,4,medium,F,6,1928,1,0.5,0.2857142857142857
6920,F,Ship,6,1,288,4,medium,M,8,1806,1,0.75,0.2857142857142857
6921,A,Ship,6,2,245,4,low,M,10,1798,0,0.15000000000000002,0.2857142857142857
6922,B,Ship,5,2,252,2,medium,M,9,5738,0,0.6666666666666666,0.3333333333333333
6923,C,Ship,4,2,293,3,low,M,8,1326,1,0.1875,0.4
6924,F,Ship,5,1,253,4,low,M,9,1806,0,0.16666666666666666,0.3333333333333333
6925,D,Ship,6,2,245,4,low,F,10,1606,0,0.15000000000000002,0.2857142857142857
6926,F,Ship,6,1,247,4,medium,M,3,1946,0,2.0,0.2857142857142857
6927,A,Ship,5,2,274,5,low,M,7,1371,1,0.4285714285714284,0.3333333333333333
6928,B,Ship,6,2,283,4,low,F,8,1480,0,0.1875,0.2857142857142857
6929,C,Ship,6,1,286,4,low,F,8,1393,1,0.1875,0.2857142857142857
6930,F,Ship,5,2,257,5,low,M,10,1695,1,0.15000000000000002,0.3333333333333333
6931,D,Ship,5,1,258,5,low,F,2,5600,1,0.75,0.3333333333333333
6932,F,Ship,4,2,201,3,medium,F,6,5616,1,0.5,0.4
6933,A,Ship,3,3,231,3,low,M,1,3519,1,1.5,0.5
6934,B,Ship,4,1,161,2,high,F,5,5133,1,0.36,0.4
6935,C,Ship,5,1,250,3,low,M,8,5845,0,0.1875,0.3333333333333333
6936,F,Ship,4,1,169,6,low,F,6,5690,0,0.2499999999999999,0.4
6937,D,Ship,4,2,191,2,low,M,1,4318,1,1.5,0.4
6938,F,Ship,4,1,271,3,medium,F,4,4186,1,0.75,0.4
6939,A,Ship,5,1,271,3,low,M,3,5218,1,0.5,0.3333333333333333
6940,B,Ship,4,2,224,3,low,M,1,5296,0,1.5,0.4
6941,C,Ship,3,2,276,5,low,F,10,5302,1,0.15000000000000002,0.5
6942,F,Ship,4,2,264,2,low,F,3,5258,0,0.5,0.4
6943,D,Ship,5,2,185,3,low,M,10,4354,0,0.15000000000000002,0.3333333333333333
6944,F,Ship,3,1,253,2,low,M,5,4112,1,0.30000000000000004,0.5
6945,A,Ship,3,2,155,4,low,F,1,4432,1,1.5,0.5
6946,B,Ship,4,2,219,3,low,F,5,5632,0,0.30000000000000004,0.4
6947,C,Ship,3,3,204,4,medium,M,7,2803,0,0.42857142857142855,0.5
6948,F,Ship,4,2,196,4,low,F,3,4242,0,0.5,0.4
6949,D,Ship,3,2,205,5,low,F,4,4483,0,0.75,0.5
6950,F,Ship,3,2,187,3,low,F,9,4855,1,0.3333333333333333,0.5
6951,A,Ship,3,2,221,2,medium,F,6,1204,0,0.5,0.5
6952,B,Ship,5,1,143,3,medium,F,1,5165,1,3.0,0.3333333333333333
6953,C,Ship,5,2,135,3,high,M,4,5858,0,1.125,0.3333333333333333
6954,F,Ship,3,2,207,2,low,F,7,2244,0,0.4285714285714284,0.5
6955,D,Ship,3,1,245,2,low,F,7,5252,0,0.2142857142857142,0.5
6956,F,Ship,5,2,257,3,low,F,2,3878,1,0.75,0.3333333333333333
6957,A,Ship,3,1,186,3,high,F,1,3336,1,4.5,0.5
6958,B,Ship,5,2,246,3,low,M,2,5299,1,1.5,0.3333333333333333
6959,C,Ship,3,2,255,2,low,M,2,4504,0,0.75,0.5
6960,F,Ship,5,1,206,3,low,F,1,4645,0,1.5,0.3333333333333333
6961,D,Road,3,2,178,4,medium,M,9,1304,0,0.3333333333333333,0.75
6962,F,Road,5,2,274,2,low,F,5,4154,0,0.6000000000000001,0.5
6963,A,Road,3,2,269,4,low,F,7,5107,0,0.2142857142857142,0.75
6964,B,Road,5,2,282,4,low,F,9,2212,0,0.3333333333333333,0.5
6965,C,Road,2,2,108,5,high,M,5,4874,1,0.36,1.0
6966,F,Road,4,2,268,6,medium,F,7,4709,0,0.42857142857142855,0.6
6967,D,Road,2,3,215,2,medium,F,3,5052,1,2.0,1.0
6968,F,Road,4,3,169,4,low,M,1,5323,0,1.5,0.6
6969,A,Road,3,2,165,3,low,F,4,4482,1,0.15000000000000002,0.75
6970,B,Road,4,2,192,4,low,F,2,5856,1,0.75,0.6
6971,C,Road,4,1,206,2,low,M,9,5076,1,0.3333333333333333,0.6
6972,F,Road,3,2,151,2,medium,M,8,1351,1,0.375,0.75
6973,D,Road,3,2,150,3,low,F,5,1887,1,0.12000000000000002,0.75
6974,F,Road,4,3,250,3,low,M,10,4316,0,0.15000000000000002,0.6
6975,A,Road,5,1,168,3,medium,F,2,5986,1,1.5,0.5
6976,B,Road,4,2,137,2,low,M,3,4657,1,0.2,0.6
6977,C,Road,6,2,148,4,low,M,1,5603,1,1.5,0.4285714285714285
6978,F,Road,6,2,215,5,low,F,7,4057,0,0.4285714285714284,0.4285714285714285
6979,D,Road,4,2,269,2,medium,F,2,1205,1,3.0,0.6
6980,F,Road,3,2,139,3,low,F,1,4651,1,0.6000000000000001,0.75
6981,A,Road,4,4,205,5,low,M,10,4072,0,0.30000000000000004,0.6
6982,B,Road,5,2,212,2,low,F,9,4925,0,0.16666666666666666,0.5
6983,C,Flight,3,1,136,2,medium,M,10,5749,0,0.30000000000000004,0.25
6984,F,Flight,3,1,231,3,medium,F,4,4088,0,1.5,0.25
6985,D,Flight,4,1,215,2,low,F,7,5151,1,0.2142857142857142,0.2
6986,F,Flight,4,2,179,3,medium,F,3,5624,0,1.0,0.2
6987,A,Flight,3,2,223,4,medium,M,3,5374,0,1.0,0.25
6988,B,Flight,3,2,210,3,low,M,6,5566,0,0.2499999999999999,0.25
6989,C,Flight,4,2,133,3,high,F,8,5547,1,0.5625,0.2
6990,F,Flight,3,2,187,2,low,F,8,4292,1,0.1875,0.25
6991,D,Flight,4,4,256,2,medium,M,2,1906,0,3.0,0.2
6992,F,Flight,4,2,138,2,low,M,10,1154,1,0.06000000000000001,0.2
6993,A,Flight,3,2,198,3,medium,M,7,4020,0,0.42857142857142855,0.25
6994,B,Flight,5,1,256,3,medium,F,6,4145,1,0.5,0.1666666666666666
6995,C,Flight,4,2,254,2,low,M,3,5546,0,0.5,0.2
6996,F,Flight,4,1,267,2,medium,M,9,5230,1,0.3333333333333333,0.2
6997,D,Flight,3,1,286,6,high,F,5,5588,0,0.8999999999999999,0.25
6998,F,Flight,3,2,215,4,low,F,3,4042,0,0.5,0.25
6999,A,Flight,5,2,222,3,medium,M,5,1069,0,1.2000000000000002,0.1666666666666666
7000,B,Flight,5,1,267,4,medium,F,1,4837,1,6.0,0.1666666666666666
7001,C,Flight,5,1,235,5,low,F,4,5908,1,0.375,0.1666666666666666
7002,F,Flight,4,1,181,2,low,M,2,5797,0,0.75,0.2
7003,D,Flight,4,1,173,4,low,F,5,5530,1,0.30000000000000004,0.2
7004,F,Flight,3,1,208,3,low,M,1,3140,0,1.5,0.25
7005,A,Ship,4,2,221,2,low,F,6,4114,1,0.4999999999999998,0.4
7006,B,Ship,3,1,141,2,medium,F,9,5000,1,0.13333333333333333,0.5
7007,C,Ship,4,2,238,3,high,F,4,4345,0,1.125,0.4
7008,F,Ship,3,2,126,5,low,F,6,4372,1,0.2499999999999999,0.5
7009,D,Ship,4,2,196,2,low,M,3,4752,0,0.5,0.4
7010,F,Ship,4,1,169,2,high,M,7,1474,1,0.6428571428571428,0.4
7011,A,Ship,3,2,249,3,low,M,10,2206,0,0.15000000000000002,0.5
7012,B,Ship,4,2,198,6,medium,M,5,4659,0,0.6000000000000001,0.4
7013,C,Ship,4,2,197,3,low,M,2,4410,0,0.75,0.4
7014,F,Ship,3,1,251,4,medium,F,3,5215,1,1.0,0.5
7015,D,Ship,4,2,145,3,medium,M,8,4636,0,0.375,0.4
7016,F,Ship,4,2,249,3,low,M,4,3644,1,0.75,0.4
7017,A,Ship,6,2,103,4,low,M,2,5089,0,0.75,0.2857142857142857
7018,B,Ship,2,2,264,5,medium,F,1,4426,0,3.0,0.6666666666666666
7019,C,Ship,6,1,206,6,medium,F,8,5038,1,0.375,0.2857142857142857
7020,F,Ship,4,2,139,3,medium,M,2,5135,0,1.5,0.4
7021,D,Ship,5,3,270,2,low,F,7,5248,1,0.2142857142857142,0.3333333333333333
7022,F,Ship,4,2,227,2,low,M,8,5749,1,0.375,0.4
7023,A,Ship,3,2,179,2,medium,F,10,4828,0,0.30000000000000004,0.5
7024,B,Ship,3,1,273,3,medium,F,6,3410,1,1.0,0.5
7025,C,Ship,5,2,153,2,low,F,7,4944,1,0.08571428571428569,0.3333333333333333
7026,F,Ship,4,1,112,6,medium,M,9,5248,1,0.3333333333333333,0.4
7027,D,Ship,6,3,114,4,high,F,10,5865,0,0.44999999999999996,0.2857142857142857
7028,F,Ship,4,1,214,2,high,F,1,5969,1,4.5,0.4
7029,A,Ship,3,1,196,4,low,F,4,5031,0,0.375,0.5
7030,B,Ship,5,2,159,2,medium,F,5,1691,1,0.24000000000000005,0.3333333333333333
7031,C,Ship,3,1,258,2,low,M,1,5862,0,1.5,0.5
7032,F,Ship,5,2,125,3,low,M,10,4997,1,0.06000000000000001,0.3333333333333333
7033,D,Ship,6,2,232,3,medium,F,7,4050,1,0.42857142857142855,0.2857142857142857
7034,F,Ship,4,1,196,2,high,M,10,5709,1,0.8999999999999999,0.4
7035,A,Ship,4,2,257,3,low,M,3,5549,1,0.5,0.4
7036,B,Ship,2,1,219,4,low,M,6,1785,0,0.4999999999999998,0.6666666666666666
7037,C,Ship,4,2,223,3,medium,F,7,4890,0,0.42857142857142855,0.4
7038,F,Ship,3,3,166,2,low,F,10,4137,0,0.15000000000000002,0.5
7039,D,Ship,6,2,264,3,high,F,5,4435,1,0.8999999999999999,0.2857142857142857
7040,F,Ship,3,1,182,3,low,F,5,5033,0,0.30000000000000004,0.5
7041,A,Ship,4,4,260,2,medium,F,2,4529,0,3.0,0.4
7042,B,Ship,4,2,268,3,low,M,8,5486,0,0.375,0.4
7043,C,Ship,6,2,272,4,low,F,4,4098,0,0.375,0.2857142857142857
7044,F,Ship,4,2,135,3,low,F,3,4184,0,0.5,0.4
7045,D,Ship,3,1,164,2,medium,M,3,4442,1,1.0,0.5
7046,F,Ship,4,2,153,5,medium,M,9,5818,0,0.3333333333333333,0.4
7047,A,Ship,3,1,175,3,low,M,8,4274,1,0.1875,0.5
7048,B,Ship,3,1,231,3,medium,M,9,5148,1,0.3333333333333333,0.5
7049,C,Ship,5,1,222,3,low,M,3,5555,0,0.5,0.3333333333333333
